id;jahr;digi_klasse;soll;digi_soll_eng;digi_soll_weit;ist;digi_ist_eng;digi_ist_weit;titel_text;_1_infra;_2_dig_wirtschaft;_3_dig_verwaltung;_4_dig_kompetenzen;_5_dig_kultur;_6_forschung_inno;_7_gesundheitswesen;_8_bundeswehr;_9_unteilbare_ausg;any_tag;expert_tag;large_soll_tag;ml_tag;digital_series_tag;texan_tag;einzelplan;kapitel;gruppe;funktion;einzelplan-text;kapitel-text;gruppe-text;hauptgruppe-text;obergruppe-text;funktion-text;hauptfunktion-text;oberfunktion-text;digi_klasse-text;kategorie;keywords;n_keywords
45351101162;2025;5;6044.0;0.0;302.2;;;;Bundesarchiv  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung Haushaltsvermerk: 1. Mehrausgaben dürfen bis zur Höhe der Mehreinnahmen bei folgendem Titel geleistet werden: 119 99. 2. Mehrausgaben dürfen bis zur Höhe der zweckgebundenen Mehreinnahmen bei folgendem Titel geleistet werden: 119 99. 3. Einnahmen aus der Veräußerung von ausgesondertem Schriftgut fließen den Ausgaben zu.;;;1;;;;;;;1;;;1;1;1;4;453;511;162;Bundeskanzler und Bundeskanzleramt;Bundesarchiv;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Wissenschaftliche Bibliotheken, Archive, Fachinformationszentren Einrichtung, Unterhaltung und Betri;Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten;Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnisch;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
141351181165;2024;0;50.0;;;1896.14285;;;Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw. Durchführung von Aufträgen anderer Bundesbehörden und Dritter Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;;;;;;;;1;;;1;;1;14;1413;511;165;Bundesministerium der Verteidigung;Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Forschung und experimentelle Entwicklung Einrichtung, Unterhaltung und Betrieb von eigenen Einrichtu;Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten;Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnisch;Nicht digital;;Software;1
121451101719;2025;5;596.0;0.0;29.8;;;;Bundesanstalt für Straßen- und Verkehrswesen  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;1;1;12;1214;511;719;Bundesministerium für Verkehr;Bundesanstalt für Straßen- und Verkehrswesen;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Sonstige Verkehrs- und Nachrichtenverwaltung Bundesamt für Güterverkehr Bundesanstalt für Straßenwes;Verkehrs- und Nachrichtenwesen;Verwaltung des Verkehrs- und Nachrichtenwesens Personal- und sächliche Verwaltungsausgaben der Behör;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
141351181165;2025;0;50.0;;;;;;Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw. Durchführung von Aufträgen anderer Bundesbehörden und Dritter Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;;;;;;;;1;;;1;1;1;14;1413;511;165;Bundesministerium der Verteidigung;Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Forschung und experimentelle Entwicklung Einrichtung, Unterhaltung und Betrieb von eigenen Einrichtu;Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten;Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnisch;Nicht digital;;Software;1
251451101016;2025;5;3253.0;0.0;162.65;;;;Bundesamt für Bauwesen und Raumordnung  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;1;1;25;2514;511;16;Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen;Bundesamt für Bauwesen und Raumordnung;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Hochbauverwaltung Soweit als besondere Behörden und Einrichtungen im Haushaltsplan veranschlagt (ein;Allgemeine Dienste;Politische Führung und zentrale Verwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
251451101016;2024;5;3632.0;0.0;181.60000000000002;2432.40861;0.0;121.6204305;Bundesamt für Bauwesen und Raumordnung  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;25;2514;511;16;Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen;Bundesamt für Bauwesen und Raumordnung;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Hochbauverwaltung Soweit als besondere Behörden und Einrichtungen im Haushaltsplan veranschlagt (ein;Allgemeine Dienste;Politische Führung und zentrale Verwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
251451101016;2023;5;3578.0;0.0;178.9;2927.14824;0.0;146.357412;Bundesamt für Bauwesen und Raumordnung  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;25;2514;511;16;Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen;Bundesamt für Bauwesen und Raumordnung;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Hochbauverwaltung Soweit als besondere Behörden und Einrichtungen im Haushaltsplan veranschlagt (ein;Allgemeine Dienste;Politische Führung und zentrale Verwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
81451101061;2024;5;5810.0;0.0;290.5;0.0;0.0;0.0;Bundesamt zur Bekämpfung von Finanzkriminalität  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;8;814;511;61;Bundesministerium der Finanzen;;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Steuer- und Zollverwaltung Bundesfinanzverwaltung Informationstechnikzentrum Bund Bundeszentralamt f;Allgemeine Dienste;Finanzverwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
141351181165;2023;0;50.0;;;2023.9264;;;Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw. Durchführung von Aufträgen anderer Bundesbehörden und Dritter Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;;;;;;;;1;;;1;;1;14;1413;511;165;Bundesministerium der Verteidigung;Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Forschung und experimentelle Entwicklung Einrichtung, Unterhaltung und Betrieb von eigenen Einrichtu;Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten;Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnisch;Nicht digital;;Software;1
71351101051;2023;5;1572.0;0.0;78.60000000000001;1654.60836;0.0;82.730418;Bundesgerichtshof  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;1;;1;;1;7;713;511;51;Bundesministerium der Justiz und für Verbraucherschutz;Bundesgerichtshof;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Gerichte und Staatsanwaltschaften;Allgemeine Dienste;Rechtsschutz;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
71351101051;2024;5;1672.0;0.0;83.60000000000001;1783.87405;0.0;89.1937025;Bundesgerichtshof  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;1;;1;;1;7;713;511;51;Bundesministerium der Justiz und für Verbraucherschutz;Bundesgerichtshof;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Gerichte und Staatsanwaltschaften;Allgemeine Dienste;Rechtsschutz;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
71351101051;2025;5;2072.0;0.0;103.60000000000001;;;;Bundesgerichtshof  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;1;1;7;713;511;51;Bundesministerium der Justiz und für Verbraucherschutz;Bundesgerichtshof;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Gerichte und Staatsanwaltschaften;Allgemeine Dienste;Rechtsschutz;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
81551101061;2021;5;9556.0;0.0;477.8;5803.2515;0.0;290.162575;Bundeszentralamt für Steuern  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;8;815;511;61;Bundesministerium der Finanzen;Bundeszentralamt für Steuern;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Steuer- und Zollverwaltung Bundesfinanzverwaltung Informationstechnikzentrum Bund Bundeszentralamt f;Allgemeine Dienste;Finanzverwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
81551101061;2019;5;1935.0;0.0;96.75;4221.46289;0.0;211.0731445;Bundeszentralamt für Steuern  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;8;815;511;61;Bundesministerium der Finanzen;Bundeszentralamt für Steuern;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Steuer- und Zollverwaltung Bundesfinanzverwaltung Informationstechnikzentrum Bund Bundeszentralamt f;Allgemeine Dienste;Finanzverwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
71351101051;2019;5;2070.0;0.0;103.5;2111.87456;0.0;105.593728;Bundesgerichtshof  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;1;;1;;1;7;713;511;51;Bundesministerium der Justiz und für Verbraucherschutz;Bundesgerichtshof;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Gerichte und Staatsanwaltschaften;Allgemeine Dienste;Rechtsschutz;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
71351101051;2021;5;2220.0;0.0;111.0;2311.4541;0.0;115.572705;Bundesgerichtshof  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;1;;1;;1;7;713;511;51;Bundesministerium der Justiz und für Verbraucherschutz;Bundesgerichtshof;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Gerichte und Staatsanwaltschaften;Allgemeine Dienste;Rechtsschutz;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
81551101061;2023;5;8822.0;0.0;441.1;7458.63507;0.0;372.9317535;Bundeszentralamt für Steuern  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;8;815;511;61;Bundesministerium der Finanzen;Bundeszentralamt für Steuern;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Steuer- und Zollverwaltung Bundesfinanzverwaltung Informationstechnikzentrum Bund Bundeszentralamt f;Allgemeine Dienste;Finanzverwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
251251101011;2023;5;4435.0;0.0;221.75;396.59386;0.0;19.829693;Bundesministerium  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;25;2512;511;11;Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen;Bundesministerium;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Politische Führung Beauftragte in besonderen Angelegenheiten, z. B. • Wehrbeauftragte oder Wehrbeauf;Allgemeine Dienste;Politische Führung und zentrale Verwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
251251101011;2024;5;3113.0;0.0;155.65;704.71178;0.0;35.235589;Bundesministerium  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;25;2512;511;11;Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen;Bundesministerium;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Politische Führung Beauftragte in besonderen Angelegenheiten, z. B. • Wehrbeauftragte oder Wehrbeauf;Allgemeine Dienste;Politische Führung und zentrale Verwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
251251101011;2025;5;2944.0;0.0;147.20000000000002;;;;Bundesministerium  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;1;1;25;2512;511;11;Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen;Bundesministerium;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Politische Führung Beauftragte in besonderen Angelegenheiten, z. B. • Wehrbeauftragte oder Wehrbeauf;Allgemeine Dienste;Politische Führung und zentrale Verwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
81551101061;2025;5;8924.0;0.0;446.20000000000005;;;;Bundeszentralamt für Steuern  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;1;1;8;815;511;61;Bundesministerium der Finanzen;Bundeszentralamt für Steuern;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Steuer- und Zollverwaltung Bundesfinanzverwaltung Informationstechnikzentrum Bund Bundeszentralamt f;Allgemeine Dienste;Finanzverwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
81551101061;2024;5;8970.0;0.0;448.5;9249.20705;0.0;462.4603525000001;Bundeszentralamt für Steuern  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;8;815;511;61;Bundesministerium der Finanzen;Bundeszentralamt für Steuern;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Steuer- und Zollverwaltung Bundesfinanzverwaltung Informationstechnikzentrum Bund Bundeszentralamt f;Allgemeine Dienste;Finanzverwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
101751101314;2025;5;3710.0;0.0;185.5;;;;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL)  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;1;1;10;1017;511;314;Bundesministerium für Landwirtschaft, Ernährung und Heimat;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL);Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Gesundheitsschutz Allgemeine Maßnahmen, Gesundheits- und Verbraucherschutz (einschließlich Überwachu;Gesundheit, Umwelt, Sport und Erholung;Gesundheitswesen;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
101751101314;2024;5;4058.0;0.0;202.9;2819.88258;0.0;140.994129;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL)  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;10;1017;511;314;Bundesministerium für Landwirtschaft, Ernährung und Heimat;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL);Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Gesundheitsschutz Allgemeine Maßnahmen, Gesundheits- und Verbraucherschutz (einschließlich Überwachu;Gesundheit, Umwelt, Sport und Erholung;Gesundheitswesen;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
101751101314;2023;5;4058.0;0.0;202.9;3272.74598;0.0;163.637299;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL)  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;10;1017;511;314;Bundesministerium für Landwirtschaft, Ernährung und Heimat;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL);Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Gesundheitsschutz Allgemeine Maßnahmen, Gesundheits- und Verbraucherschutz (einschließlich Überwachu;Gesundheit, Umwelt, Sport und Erholung;Gesundheitswesen;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
101751101314;2021;5;3383.0;0.0;169.15;3129.22251;0.0;156.4611255;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL)  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;10;1017;511;314;Bundesministerium für Landwirtschaft, Ernährung und Heimat;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL);Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Gesundheitsschutz Allgemeine Maßnahmen, Gesundheits- und Verbraucherschutz (einschließlich Überwachu;Gesundheit, Umwelt, Sport und Erholung;Gesundheitswesen;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
101751101314;2019;5;2545.0;0.0;127.25;2171.9262;0.0;108.59631;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL)  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;10;1017;511;314;Bundesministerium für Landwirtschaft, Ernährung und Heimat;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL);Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Gesundheitsschutz Allgemeine Maßnahmen, Gesundheits- und Verbraucherschutz (einschließlich Überwachu;Gesundheit, Umwelt, Sport und Erholung;Gesundheitswesen;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
62151101016;2021;5;3231.0;0.0;161.55;2941.24414;0.0;147.062207;Bundesamt für Bauwesen und Raumordnung  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;6;621;511;16;Bundesministerium des Innern;;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Hochbauverwaltung Soweit als besondere Behörden und Einrichtungen im Haushaltsplan veranschlagt (ein;Allgemeine Dienste;Politische Führung und zentrale Verwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
62151101016;2019;5;1985.0;0.0;99.25;2648.59;0.0;132.4295;Bundesamt für Bauwesen und Raumordnung  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;6;621;511;16;Bundesministerium des Innern;;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Hochbauverwaltung Soweit als besondere Behörden und Einrichtungen im Haushaltsplan veranschlagt (ein;Allgemeine Dienste;Politische Führung und zentrale Verwaltung;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
45551101162;2019;5;2937.0;0.0;146.85;3105.79242;0.0;155.289621;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, [Software], Wartung;;;1;;;;;;;1;;;1;;1;4;455;511;162;Bundeskanzler und Bundeskanzleramt;;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige G;Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst Zur ;Sächliche Verwaltungsausgaben;Wissenschaftliche Bibliotheken, Archive, Fachinformationszentren Einrichtung, Unterhaltung und Betri;Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten;Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnisch;Anteilig digitale Ausgaben (Schätzwert);Digitalisierung der öffentlichen Verwaltung;Software;1
